"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "Abx" "xylulose" -0.0029615777143803 -0.0205184701844325 0.983629778101296 0 1 1 1 48 0.994892714491769
"2" "Abx" "xylose" 0.0139236605300993 0.09647515118913 0.923143208333501 0 1 1 1 48 0.994642372151303
"3" "Abx" "valine" -0.190404292781818 -0.878806915667524 0.379505975934728 0 1 1 2 48 0.994642372151303
"4" "Abx" "uridine" -0.0536676575689658 -0.372356477024945 0.709627454129264 0 1 1 1 48 0.994642372151303
"5" "Abx" "uric acid" 0.0539728734924726 -0.368050078198389 0.712835893889391 0 1 3 1 48 0.994642372151303
"6" "Abx" "urea" 0.192174628433948 1.03706500531443 0.299705562861111 0 1 1 3 48 0.994642372151303
"7" "Abx" "tyrosine" 0.0665886468126643 0.462365168944566 0.643819472920496 0 1 1 1 48 0.994642372151303
"8" "Abx" "tryptophan" -0.164310525493544 -1.15406013725865 0.248475514769231 0 1 1 1 48 0.994642372151303
"9" "Abx" "trans-4-hydroxyproline" -0.0853598637338906 -0.593555925239497 0.552809167418385 0 1 1 1 48 0.994642372151303
"10" "Abx" "tocopherol gamma-" 0.0280363723614925 0.53265095135668 0.594275225001213 0 1 1 2 48 0.994642372151303
"11" "Abx" "tocopherol alpha-" -0.102451952117107 -0.713561625760223 0.475498293643481 0 1 1 1 48 0.994642372151303
"12" "Abx" "threonine" 0.113840067231523 0.793866740223091 0.427273014011353 0 1 1 1 48 0.994642372151303
"13" "Abx" "threonic acid " 0.0780574931093559 -0.160031518163228 0.872856246265121 0 1 1 2 48 0.994642372151303
"14" "Abx" "threitol" -0.0812763509074161 -0.564967329720986 0.572095985921146 0 1 1 1 48 0.994642372151303
"15" "Abx" "taurine" -0.0301665249049429 -0.209094650090636 0.834374351011467 0 1 1 1 48 0.994642372151303
"16" "Abx" "sucrose" -0.0146618832180589 0.439502544560642 0.660297438673698 0 1 2 1 48 0.994642372151303
"17" "Abx" "succinic acid" -0.0875479146185962 -0.608886730438804 0.54259952031697 0 1 1 1 48 0.994642372151303
"18" "Abx" "stearic acid" -0.0944764411813695 -0.339145849186452 0.734499860306913 0 1 1 2 48 0.994642372151303
"19" "Abx" "shikimic acid" -0.141526756300938 -0.990494477533099 0.321932487104045 0 1 1 1 48 0.994642372151303
"20" "Abx" "serine" 0.0672153232304713 0.466736217465886 0.640688614363345 0 1 1 1 48 0.994642372151303
"21" "Abx" "pyrophosphate" -0.146314776720591 -0.688938109807954 0.490862215712147 0 1 1 2 48 0.994642372151303
"22" "Abx" "pseudo uridine" -0.180304526813519 -0.917523780094036 0.358868237655088 0 1 1 1 48 0.994642372151303
"23" "Abx" "proline" 0.0170988086107769 0.118481157166117 0.905686424330799 0 1 1 1 48 0.994642372151303
"24" "Abx" "phosphate" 0.158811533478515 0.804481163738984 0.421119143510233 0 1 1 2 48 0.994642372151303
"25" "Abx" "phenylethylamine" -0.0563588115796681 -0.391086289947954 0.695733454280884 0 1 1 1 48 0.994642372151303
"26" "Abx" "phenylalanine" 0.0438533617150342 0.304117094035 0.761038684097499 0 1 1 1 48 0.994642372151303
"27" "Abx" "pelargonic acid" -0.0861066648724087 -0.598787480817848 0.54931461176391 0 1 1 1 48 0.994642372151303
"28" "Abx" "parabanic acid" 0.0282876820531627 0.196060962618702 0.844562450532632 0 1 1 1 48 0.994642372151303
"29" "Abx" "palmitoleic acid" -0.138530719757279 -0.969111510136698 0.332489555450902 0 1 1 1 48 0.994642372151303
"30" "Abx" "palmitic acid" -0.0854228727294217 -0.311603289932276 0.755342033644625 0 1 1 2 48 0.994642372151303
"31" "Abx" "p-cresol" -0.0081291784584232 -0.227113488161959 0.820335496042586 0 1 1 2 48 0.994642372151303
"32" "Abx" "oxoproline" -0.127420947719766 -0.890051887520818 0.373438025464113 0 1 1 1 48 0.994642372151303
"33" "Abx" "oxalic acid" -0.0373766076341592 -0.259133397944715 0.79553231682776 0 1 1 1 48 0.994642372151303
"34" "Abx" "ornithine" 0.049360675639372 0.342397633442028 0.732051669230968 0 1 1 1 48 0.994642372151303
"35" "Abx" "oleic acid" -0.207883125437072 -1.47242125389811 0.140907157230189 0 1 1 1 48 0.994642372151303
"36" "Abx" "nicotinic acid" 0.00868047382111605 0.0601422586387366 0.952042333331203 0 1 1 1 48 0.994642372151303
"37" "Abx" "N-methylalanine" -0.107962654140034 -0.0754126615433111 0.939886385442356 0 1 1 2 48 0.994642372151303
"38" "Abx" "N-acetylornithine" 0.0800014555771511 0.905070255933478 0.365428168573756 0 1 1 2 48 0.994642372151303
"39" "Abx" "N-acetylmannosamine" 0.130741230604054 0.913642618285835 0.360904664636369 0 1 1 1 48 0.994642372151303
"40" "Abx" "N-acetylglycine" -0.0449638624442725 -0.311833673738891 0.755166931220757 0 1 1 1 48 0.994642372151303
"41" "Abx" "myristic acid" -0.0519268317113429 -0.360245089637218 0.718663858422117 0 1 1 1 48 0.994642372151303
"42" "Abx" "myo-inositol" -0.0717959392514608 -0.49870306131153 0.617988587641884 0 1 1 1 48 0.994642372151303
"43" "Abx" "methionine sulfoxide" -0.00075395128135802 -0.241214207117382 0.809389100267589 0 1 1 2 48 0.994642372151303
"44" "Abx" "methionine" -0.0267774760257212 0.0948777823333899 0.924411904026486 0 1 3 2 48 0.994642372151303
"45" "Abx" "methanolphosphate" -0.134313626639335 -0.939059576426514 0.347700157184316 0 1 1 1 48 0.994642372151303
"46" "Abx" "mannose" 0.0387189870096462 0.268453894311425 0.788349959690871 0 1 1 1 48 0.994642372151303
"47" "Abx" "malic acid" 0.0292069948407497 0.20243804263188 0.839574290292547 0 1 1 1 48 0.994642372151303
"48" "Abx" "lyxitol" -0.0704658146271899 -0.489417315919647 0.624546279350541 0 1 1 1 48 0.994642372151303
"49" "Abx" "lysine" 0.00592268490355114 0.0410342202193804 0.967268615037139 0 1 1 1 48 0.994642372151303
"50" "Abx" "linoleic acid" -0.20683613987693 -1.46467322161457 0.143010094269855 0 1 1 1 48 0.994642372151303
"51" "Abx" "leucine" -0.111843772152794 0.231443584996242 0.816970208236094 -1.83191384332776 0.0669642577561479 3 2 48 0.994642372151303
"52" "Abx" "lauric acid" 0.0411397983625055 0.285265944055315 0.775440402019556 0 1 1 1 48 0.994642372151303
"53" "Abx" "lactic acid" -0.0579262215976009 -0.401999017265697 0.687684749517998 0 1 1 1 48 0.994642372151303
"54" "Abx" "isothreonic acid" -0.198012664922839 -1.23288558559907 0.217618454040985 0 1 2 1 48 0.994642372151303
"55" "Abx" "isoleucine" -0.248796748739491 -1.24238492930039 0.214094573377599 0 1 1 2 48 0.994642372151303
"56" "Abx" "isoheptadecanoic acid" -0.0436534801033446 -0.30272828965451 0.762096936772843 0 1 1 1 48 0.994642372151303
"57" "Abx" "isocitric acid" -0.245115560980669 -1.75164358017862 0.0798351139471469 0 1 1 1 48 0.975563422477253
"58" "Abx" "indole-3-lactate" -0.299305048133849 -1.67929950864928 0.0930936867194714 0 1 1 2 48 0.985372935454924
"59" "Abx" "indole-3-acetate" -0.306469093593824 -2.23061244506918 0.0257068117260684 0 1 1 1 48 0.575687755555616
"60" "Abx" "hydroxylamine" 0.0812612834419222 0.564861896624466 0.572167702430889 0 1 1 1 48 0.994642372151303
