"xvar" "yvar" "cor.val" "t.arima" "arima.p" "t.drift" "drift.p" "AR" "MA" "nobs" "pval_bh"
"1" "almonds" "panas.positive" -0.0802704213172633 -0.963273104407547 0.335410486838032 0 1 2 1 71 0.990242102149045
"2" "almonds" "panas.negative" 0.133992809038778 0.771969364618014 0.440132572299676 0 1 2 1 71 0.990242102149045
"3" "almonds" "panas.fatigue" -0.0925469702704879 -0.796727850522718 0.425609105442741 0 1 2 1 71 0.990242102149045
"4" "almonds" "afterscan.Anxietyduringscan" -0.0129317853188603 0.155048047032147 0.876783439217543 0 1 2 1 81 0.990242102149045
"5" "almonds" "afterscan.diastolic" -0.0334824765091213 0.216931707068167 0.828261567257882 -0.0423885004669465 0.966188995409064 2 1 81 0.990242102149045
"6" "almonds" "afterscan.pulse" 0.336134181463604 3.21084366293553 0.00132345914459974 0 1 2 1 69 0.180019568601962
"7" "almonds" "afterscan.systolic" -0.0713282934036568 -0.409857320875338 0.681910614778773 -0.0315714983698317 0.974813773060657 2 1 81 0.990242102149045
"8" "almonds" "morning.Sleepquality" 0.0939126833492988 1.00535867605818 0.314724170661516 0 1 3 1 82 0.990242102149045
"9" "almonds" "morning.Soreness" -0.017667856778683 0.0848857579298823 0.932352214442976 0.0947976155357037 0.924475580870978 2 1 82 0.990242102149045
"10" "almonds" "prevevening.Alcohol" -0.00620688803686112 0.476655230180977 0.633607647763831 0.0223368265238585 0.982179272885509 2 1 82 0.990242102149045
"11" "almonds" "prevevening.Guthealth" 0.161437975421614 1.48131195267063 0.138523464854115 0 1 1 1 82 0.888460843547083
"12" "almonds" "prevevening.Psoriasisseverity" -0.0545777805907275 -0.460430489939434 0.645207253783572 0 1 2 1 82 0.990242102149045
"13" "almonds" "prevevening.Stress" 0.159550240256608 1.20293423469982 0.229001771068328 0 1 3 1 82 0.990242102149045
"14" "almonds" "prevevening.Timespentoutdoors" -0.22340829488634 -2.14725631321837 0.0317728817316263 0 1 3 1 81 0.590975600208249
"15" "almonds" "temp.mean" 0.129903720176864 0.479266528452803 0.631749030793363 0 1 2 1 82 0.990242102149045
"16" "almonds" "email.LIWCcdi" -0.121708391173965 -1.04842028810161 0.294445010240184 0 1 3 1 81 0.990242102149045
"17" "almonds" "email.LIWCnegemo" 0.0668371573182765 0.602881758004025 0.546587352229386 0 1 1 1 81 0.990242102149045
"18" "almonds" "email.LIWCposemo" 0.156940164213833 0.877244333048754 0.380353940952031 0 1 3 1 81 0.990242102149045
"19" "avocado" "panas.positive" -0.118814350995075 -0.504761717395749 0.613726207108538 0 1 2 1 71 0.990242102149045
"20" "avocado" "panas.negative" 0.109867980280628 0.238543580712341 0.811459518184094 0 1 2 1 71 0.990242102149045
"21" "avocado" "panas.fatigue" 0.00646084351094751 0.084823573012727 0.932401652522655 0 1 2 1 71 0.990242102149045
"22" "avocado" "afterscan.Anxietyduringscan" 0.104046810360543 0.393487634510754 0.693959355209466 -0.0526830347314564 0.957984456575115 2 1 81 0.990242102149045
"23" "avocado" "afterscan.diastolic" -0.0740156423366692 -0.325713815244322 0.744640890710435 0 1 2 1 81 0.990242102149045
"24" "avocado" "afterscan.pulse" 0.0501214404098673 -0.0449202350329448 0.964170887899301 0 1 2 1 69 0.993668176958551
"25" "avocado" "afterscan.systolic" 0.08117267081742 0.565475827964736 0.57175016098396 -0.0394258525397088 0.96855086858343 2 1 81 0.990242102149045
"26" "avocado" "morning.Sleepquality" 0.235260101136322 0.962329971700814 0.335883878102796 0.0166885465775914 0.986685084397205 2 1 82 0.990242102149045
"27" "avocado" "morning.Soreness" 0.0648173996546715 0.757829254419003 0.448553206680905 0.0646355749195159 0.948464159230219 1 1 82 0.990242102149045
"28" "avocado" "prevevening.Alcohol" 0.113978467335198 1.25449148120883 0.209663420167004 0 1 3 1 82 0.97588731899547
"29" "avocado" "prevevening.Guthealth" 0.0538070067741788 1.03906127475739 0.298776239680782 0 1 3 1 82 0.990242102149045
"30" "avocado" "prevevening.Psoriasisseverity" -0.154552928496634 -1.02735989900578 0.30425102681111 0 1 2 1 82 0.990242102149045
"31" "avocado" "prevevening.Stress" -0.0664435399856304 -0.258200804261216 0.796251937256212 0 1 2 1 82 0.990242102149045
"32" "avocado" "prevevening.Timespentoutdoors" 0.0178983762242477 -0.23679793559888 0.812813553169589 0 1 3 1 81 0.990242102149045
"33" "avocado" "temp.mean" -0.0997196527112069 1.28821423888483 0.197671396756381 0 1 3 1 82 0.97588731899547
"34" "avocado" "email.LIWCcdi" 0.0343914482778092 0.467827492997007 0.639907958087234 0 1 3 1 81 0.990242102149045
"35" "avocado" "email.LIWCnegemo" -0.160289697723238 -1.46150271715467 0.143877530424219 0 1 1 1 81 0.895479265656853
"36" "avocado" "email.LIWCposemo" 0.0442333790532767 0.072802719853895 0.941963106572216 0 1 3 1 81 0.990242102149045
"37" "bacon" "panas.positive" 0.122257862443201 0.921709705568349 0.35668001666993 0 1 2 1 71 0.990242102149045
"38" "bacon" "panas.negative" -0.0104604782633797 0.236519027846071 0.813029943988126 0 1 2 1 71 0.990242102149045
"39" "bacon" "panas.fatigue" -0.0878254905632077 -0.728920373229542 0.466050371662507 0 1 2 1 71 0.990242102149045
"40" "bacon" "afterscan.Anxietyduringscan" 0.0767421379836197 0.340504143893196 0.733476902659135 -0.0416978488518632 0.966739568838949 2 1 81 0.990242102149045
"41" "bacon" "afterscan.diastolic" 0.0134403310954607 -0.107941679410324 0.914041954863098 0 1 2 1 81 0.990242102149045
